Frequency (MHz),Power (arbitrary units),Date and Time,Bin Size Info
1419.3817510000001,41.76192152475492,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.3857588277888,41.23068743822865,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.3897666555774,42.55346788637282,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.393774483366,42.17277034068503,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.3977823111547,39.604050840301745,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.4017901389434,39.09260207614739,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.405797966732,38.87838862184054,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.4098057945207,38.4957201930308,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.4138136223094,38.15832117762465,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.417821450098,38.07533677917796,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.4218292778867,37.8190049637579,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.4258371056753,37.71357074679865,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.429844933464,37.7681011030602,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.4338527612526,37.78975575995208,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.4378605890413,37.85386494120637,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.44186841683,38.05259209416354,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.4458762446186,38.373385489171625,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.4498840724073,38.675053726810525,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.453891900196,39.08004634529567,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.4578997279846,39.34692498624834,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.4619075557732,39.84610156943114,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.4659153835619,40.270096265983966,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.4699232113503,40.83650613563608,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.473931039139,41.47213559524685,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.4779388669276,42.146760229804265,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.4819466947163,42.803523103876124,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.485954522505,43.575131439560025,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.4899623502936,44.35352921565189,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.4939701780822,45.08715824278677,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.497978005871,45.87444025729232,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.5019858336595,46.814294956949304,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.5059936614482,47.81893693619942,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.5100014892369,48.52833390080792,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.5140093170255,49.35756326116471,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.5180171448142,50.44662517188004,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.5220249726028,51.311913933066286,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.5260328003915,52.1042378242616,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.5300406281801,53.11894140722989,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.5340484559688,54.047983537339455,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.5380562837574,55.07821490205527,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.542064111546,56.03951474730872,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.5460719393348,56.98182006634477,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.5500797671234,57.948731349263305,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.554087594912,59.125503540130204,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.5580954227007,60.12757153815225,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.5621032504894,61.14395067619352,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.566111078278,62.0560207372107,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.5701189060667,62.83956304098372,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.5741267338553,63.557067932054636,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.578134561644,64.57928395111443,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.5821423894326,65.45457648783949,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.5861502172213,66.451945539903,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.59015804501,67.26394124904499,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.5941658727986,68.27814362516888,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.5981737005873,69.43379545219143,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.602181528376,70.08727220469807,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.6061893561646,70.57192436340652,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.6101971839532,71.5505693874317,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.614205011742,72.50750264188704,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.6182128395305,73.3030471162723,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.6222206673192,73.62393732127563,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.6262284951079,74.74080158078363,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.6302363228965,75.42356520962184,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.6342441506852,76.28337360391433,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.6382519784736,77.18870050684741,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.6422598062622,77.87887803837036,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.646267634051,78.79399945897119,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.6502754618396,79.48995556416438,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.6542832896282,79.99345882449414,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.6582911174169,80.47952811794858,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.6622989452055,80.6488173580871,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.6663067729942,81.63742356662202,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.6703146007828,82.28091537873695,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.6743224285715,82.94001815503127,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.6783302563601,83.29222407748875,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.6823380841488,83.71876288327991,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.6863459119375,83.95742245982069,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.690353739726,84.29090369138879,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.6943615675148,85.19011250123928,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.6983693953034,85.63738856676358,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.702377223092,85.88655324133255,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.7063850508807,86.34686230098728,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.7103928786694,86.69809771539339,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.714400706458,87.11521192458046,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.7184085342467,87.56493972709698,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.7224163620353,87.91650319718558,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.726424189824,87.98478812421423,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.7304320176127,88.02102768829043,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.7344398454013,88.38750771628449,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.73844767319,88.57596582312652,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.7424555009786,89.10077052819408,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.7464633287673,89.15325475523571,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.750471156556,89.24152788030445,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.7544789843446,89.10683429131137,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.7584868121332,89.37188214185984,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.762494639922,89.77964647514342,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.7665024677106,89.44096790523463,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.7705102954992,89.35044481104632,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.7745181232879,89.54589979080899,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.7785259510765,89.78495459834058,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.7825337788652,89.64427829449409,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.7865416066538,89.6575829449896,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.7905494344425,89.79164463431071,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.7945572622311,89.64993743678376,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.7985650900198,89.47919013168134,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.8025729178084,89.17723285402981,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.806580745597,89.01559800795492,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.8105885733855,89.4715214921926,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.8145964011742,89.25322318508063,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.8186042289628,88.98806486303481,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.8226120567515,88.87139285149513,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.8266198845402,88.86496096418553,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.8306277123288,89.24489955400203,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.8346355401175,89.0790010031015,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.8386433679061,88.52654703898648,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.8426511956948,88.58522496290888,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.8466590234834,88.60496920687946,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.850666851272,88.0724987786187,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.8546746790607,87.94092414193499,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.8586825068494,87.68627165845243,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.862690334638,87.19598223777194,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.8666981624267,86.98600607381908,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.8707059902154,86.80236493688118,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.874713818004,86.76358130428783,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.8787216457927,86.34108447645862,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.8827294735813,86.28725480761811,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.88673730137,86.39300137368657,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.8907451291586,86.10247978230788,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.8947529569473,85.77242411965373,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.898760784736,85.79746305376632,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.9027686125246,85.63075589807247,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.9067764403133,85.01800431472384,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.910784268102,84.87717465648767,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.9147920958906,84.59308625862081,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.9187999236792,84.48429240796722,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.9228077514679,84.6685062318224,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.9268155792565,84.32436663474759,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.9308234070452,83.6114010110611,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.9348312348338,83.44067611773497,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.9388390626225,83.3576906511041,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.9428468904111,83.11063857217887,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.9468547181998,82.94645059067638,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.9508625459885,82.8571906949438,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.954870373777,82.61580218326033,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
1419.9588782015658,82.50220574992812,2024-12-19 16:40:16,Bin Size: 4000.0 Hz
